id,name,genus,type_1,type_2,color,generation,pokedex_entry
217,ursaring,Hibernator Pokémon,normal,,brown,generation-ii,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES."
218,slugma,Lava Pokémon,fire,,red,generation-ii,"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden."
219,magcargo,Lava Pokémon,fire,rock,red,generation-ii,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.
220,swinub,Pig Pokémon,ice,ground,brown,generation-ii,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.
221,piloswine,Swine Pokémon,ice,ground,brown,generation-ii,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly."
222,corsola,Coral Pokémon,water,rock,pink,generation-ii,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.
223,remoraid,Jet Pokémon,water,,gray,generation-ii,It has superb ac­ curacy. The water it shoots out can strike even moving prey from more than 300 feet.
224,octillery,Jet Pokémon,water,,red,generation-ii,It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.
225,delibird,Delivery Pokémon,ice,flying,red,generation-ii,It carries food all day long. There are tales about lost people who were saved by the food it had.
226,mantine,Kite Pokémon,water,flying,purple,generation-ii,"As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers."
227,skarmory,Armor Bird Pokémon,steel,flying,gray,generation-ii,"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky."
228,houndour,Dark Pokémon,dark,fire,black,generation-ii,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.
229,houndoom,Dark Pokémon,dark,fire,black,generation-ii,"If you are burned by the flames it shoots from its mouth, the pain will never go away."
230,kingdra,Dragon Pokémon,water,dragon,blue,generation-ii,It is said that it usually hides in underwater caves. It can create whirlpools by yawning.
231,phanpy,Long Nose Pokémon,ground,,blue,generation-ii,"It swings its long snout around play­ fully, but because it is so strong, that can be dan­ gerous."
232,donphan,Armor Pokémon,ground,,gray,generation-ii,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house."
233,porygon2,Virtual Pokémon,normal,,red,generation-ii,"This upgraded version of PORYGON is designed for space exploration. It can't fly, though."
234,stantler,Big Horn Pokémon,normal,,brown,generation-ii,The curved antlers subtly change the flow of air to create a strange space where real­ ity is distorted.
235,smeargle,Painter Pokémon,normal,,white,generation-ii,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.
236,tyrogue,Scuffle Pokémon,fighting,,purple,generation-ii,"It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses."
237,hitmontop,Handstand Pokémon,fighting,,brown,generation-ii,"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard."
238,smoochum,Kiss Pokémon,ice,psychic,pink,generation-ii,Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.
239,elekid,Electric Pokémon,electric,,yellow,generation-ii,"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit."
240,magby,Live Coal Pokémon,fire,,red,generation-ii,"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils."
241,miltank,Milk Cow Pokémon,normal,,pink,generation-ii,"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary."
242,blissey,Happiness Pokémon,normal,,pink,generation-ii,Anyone who takes even one bite of BLISSEY's egg be­ comes unfailingly caring and pleas­ ant to everyone.
243,raikou,Thunder Pokémon,electric,,yellow,generation-ii,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.
244,entei,Volcano Pokémon,fire,,brown,generation-ii,"Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land."
245,suicune,Aurora Pokémon,water,,blue,generation-ii,"Said to be the reincarnation of north winds, it can instantly purify filthy, murky water."
246,larvitar,Rock Skin Pokémon,rock,ground,green,generation-ii,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow."
247,pupitar,Hard Shell Pokémon,rock,ground,gray,generation-ii,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain."
248,tyranitar,Armor Pokémon,rock,dark,green,generation-ii,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies."
249,lugia,Diving Pokémon,psychic,flying,white,generation-ii,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.
250,ho-oh,Rainbow Pokémon,fire,flying,red,generation-ii,Legends claim this POKéMON flies the world's skies con­ tinuously on its magnificent seven- colored wings.
251,celebi,Time Travel Pokémon,psychic,grass,green,generation-ii,This POKéMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.
252,treecko,Wood Gecko Pokémon,grass,,green,generation-iii,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.
253,grovyle,Wood Gecko Pokémon,grass,,green,generation-iii,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.
254,sceptile,Forest Pokémon,grass,,green,generation-iii,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.
255,torchic,Chick Pokémon,fire,,red,generation-iii,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black."
256,combusken,Young Fowl Pokémon,fire,fighting,red,generation-iii,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second."
257,blaziken,Blaze Pokémon,fire,fighting,red,generation-iii,"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn."
258,mudkip,Mud Fish Pokémon,water,,blue,generation-iii,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes."
259,marshtomp,Mud Fish Pokémon,water,ground,blue,generation-iii,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low."
260,swampert,Mud Fish Pokémon,water,ground,blue,generation-iii,SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.
261,poochyena,Bite Pokémon,dark,,gray,generation-iii,"At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back."
262,mightyena,Bite Pokémon,dark,,gray,generation-iii,MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.
263,zigzagoon,Tiny Raccoon Pokémon,normal,,brown,generation-iii,ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.
264,linoone,Rushing Pokémon,normal,,white,generation-iii,"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads."
265,wurmple,Worm Pokémon,bug,,red,generation-iii,"Using the spikes on its rear end, WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping."
266,silcoon,Cocoon Pokémon,bug,,white,generation-iii,"SILCOON tethers itself to a tree branch using silk to keep from falling. There, this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole."
267,beautifly,Butterfly Pokémon,bug,flying,yellow,generation-iii,"BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this POKéMON, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen."
268,cascoon,Cocoon Pokémon,bug,,purple,generation-iii,"CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This POKéMON prepares for its evolution inside the cocoon."
269,dustox,Poison Moth Pokémon,bug,poison,green,generation-iii,"DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food."
270,lotad,Water Weed Pokémon,water,grass,green,generation-iii,"LOTAD live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this POKéMON travels on land in search of clean water."
271,lombre,Jolly Pokémon,water,grass,green,generation-iii,"LOMBRE is nocturnal - it will get active after dusk. It is also a mischief-maker. When this POKéMON spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation."
272,ludicolo,Carefree Pokémon,water,grass,green,generation-iii,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings."
273,seedot,Acorn Pokémon,grass,,brown,generation-iii,"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes."
274,nuzleaf,Wily Pokémon,grass,dark,brown,generation-iii,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.
275,shiftry,Wicked Pokémon,grass,dark,brown,generation-iii,SHIFTRY is a mysterious POKéMON that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds.
276,taillow,Tiny Swallow Pokémon,normal,flying,blue,generation-iii,"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry."
